timestamp,message,severity,category,metadata
2025-07-18T03:48:39.628293,Service web-server is unavailable,ERROR,SYSTEM,"{'service': 'auth-service', 'component': 'service', 'request_id': 'req_155093', 'user_id': 'user_5594'}"
2025-07-08T14:21:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'web-server', 'component': 'middleware', 'request_id': 'req_909852', 'user_id': None}"
2025-07-03T14:28:39.628293,System out of memory,CRITICAL,SECURITY,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_277717', 'user_id': None}"
2025-07-02T04:54:39.628293,Cache hit for key request,INFO,APPLICATION,"{'service': 'cache', 'component': 'service', 'request_id': 'req_284399', 'user_id': 'user_2515'}"
2025-07-18T21:54:39.628293,Deprecated API endpoint /api/v1/products accessed,WARNING,PERFORMANCE,"{'service': 'database', 'component': 'handler', 'request_id': 'req_992869', 'user_id': None}"
2025-07-22T08:23:39.628293,Request processed for endpoint /api/v1/users in 1342ms,INFO,SYSTEM,"{'service': 'database', 'component': 'handler', 'request_id': 'req_222358', 'user_id': 'user_8152'}"
2025-07-13T21:18:39.628293,User user_2661 logged in successfully,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'middleware', 'request_id': 'req_635999', 'user_id': 'user_9443'}"
2025-07-02T00:43:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'database', 'component': 'service', 'request_id': 'req_493007', 'user_id': 'user_5025'}"
2025-07-08T06:31:39.628293,User user_1651 logged in successfully,INFO,APPLICATION,"{'service': 'database', 'component': 'controller', 'request_id': 'req_597250', 'user_id': None}"
2025-07-10T00:25:39.628293,Service cache started successfully,INFO,APPLICATION,"{'service': 'web-server', 'component': 'controller', 'request_id': 'req_804606', 'user_id': None}"
2025-07-18T15:29:39.628293,Cache hit for key request,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'middleware', 'request_id': 'req_969541', 'user_id': 'user_6402'}"
2025-07-20T05:43:39.628293,Invalid request format: request,ERROR,SECURITY,"{'service': 'cache', 'component': 'service', 'request_id': 'req_622647', 'user_id': 'user_7274'}"
2025-07-08T17:10:39.628293,Request processed for endpoint /api/v1/users in 41ms,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'middleware', 'request_id': 'req_602746', 'user_id': None}"
2025-07-13T00:43:39.628293,Deprecated API endpoint /api/v1/products accessed,WARNING,SYSTEM,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_628593', 'user_id': 'user_6157'}"
2025-07-07T11:34:39.628293,Service database started successfully,INFO,SYSTEM,"{'service': 'database', 'component': 'middleware', 'request_id': 'req_764990', 'user_id': 'user_9015'}"
2025-06-29T14:55:39.628293,Service web-server started successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'service', 'request_id': 'req_205206', 'user_id': 'user_1992'}"
2025-07-02T22:53:39.628293,Connection pool size approaching limit,WARNING,SYSTEM,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_106005', 'user_id': 'user_5240'}"
2025-07-04T18:24:39.628293,Retry attempt 3 for operation operation,WARNING,SYSTEM,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_823624', 'user_id': 'user_2174'}"
2025-07-03T23:42:39.628293,Request processed for endpoint /api/v1/products in 1266ms,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'handler', 'request_id': 'req_310519', 'user_id': 'user_8661'}"
2025-07-15T08:11:39.628293,Request processed for endpoint /api/v1/products in 1919ms,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'middleware', 'request_id': 'req_134870', 'user_id': 'user_4748'}"
2025-07-09T02:17:39.628293,Request processed for endpoint /api/v1/products in 112ms,INFO,APPLICATION,"{'service': 'cache', 'component': 'repository', 'request_id': 'req_261740', 'user_id': 'user_9701'}"
2025-07-06T05:11:39.628293,Service cache started successfully,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_380293', 'user_id': 'user_8946'}"
2025-07-09T04:30:39.628293,Request processed for endpoint /api/v1/users in 467ms,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_350885', 'user_id': 'user_8973'}"
2025-06-30T08:19:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'database', 'component': 'handler', 'request_id': 'req_724232', 'user_id': 'user_4491'}"
2025-06-29T06:25:39.628293,Service api-gateway started successfully,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'repository', 'request_id': 'req_929810', 'user_id': None}"
2025-07-08T20:30:39.628293,Request processed for endpoint /api/v1/orders in 754ms,INFO,APPLICATION,"{'service': 'database', 'component': 'service', 'request_id': 'req_283258', 'user_id': 'user_4877'}"
2025-07-02T17:23:39.628293,Slow query detected: 1679ms,WARNING,PERFORMANCE,"{'service': 'cache', 'component': 'service', 'request_id': 'req_967212', 'user_id': 'user_5605'}"
2025-06-30T07:39:39.628293,Service database started successfully,INFO,APPLICATION,"{'service': 'database', 'component': 'middleware', 'request_id': 'req_975013', 'user_id': 'user_1828'}"
2025-07-08T16:31:39.628293,Service cache started successfully,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'middleware', 'request_id': 'req_991263', 'user_id': None}"
2025-07-08T23:14:39.628293,Request processed for endpoint /api/v1/orders in 484ms,INFO,SYSTEM,"{'service': 'database', 'component': 'service', 'request_id': 'req_432027', 'user_id': 'user_7098'}"
2025-07-06T02:10:39.628293,Cache hit for key task,INFO,SYSTEM,"{'service': 'web-server', 'component': 'controller', 'request_id': 'req_261953', 'user_id': None}"
2025-07-14T03:07:39.628293,Service cache started successfully,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_885188', 'user_id': 'user_3214'}"
2025-07-02T06:34:39.628293,Service auth-service crashed with exit code 2,CRITICAL,SECURITY,"{'service': 'database', 'component': 'handler', 'request_id': 'req_986379', 'user_id': None}"
2025-06-29T07:32:39.628293,Database connection established,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'middleware', 'request_id': 'req_645466', 'user_id': None}"
2025-07-04T23:02:39.628293,User user_1791 logged in successfully,INFO,APPLICATION,"{'service': 'database', 'component': 'service', 'request_id': 'req_465274', 'user_id': 'user_6120'}"
2025-07-16T14:24:39.628293,Retry attempt 3 for operation task,WARNING,PERFORMANCE,"{'service': 'api-gateway', 'component': 'middleware', 'request_id': 'req_987656', 'user_id': None}"
2025-07-01T05:20:39.628293,Cache hit for key operation,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'handler', 'request_id': 'req_473361', 'user_id': 'user_4489'}"
2025-07-21T13:18:39.628293,Database connection lost,CRITICAL,SECURITY,"{'service': 'web-server', 'component': 'repository', 'request_id': 'req_812657', 'user_id': 'user_5275'}"
2025-07-11T22:35:39.628293,Request processed for endpoint /api/v1/products in 422ms,INFO,APPLICATION,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_118179', 'user_id': None}"
2025-07-08T11:22:39.628293,Service web-server started successfully,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'repository', 'request_id': 'req_528490', 'user_id': 'user_8996'}"
2025-07-26T09:37:39.628293,Database connection lost,CRITICAL,SECURITY,"{'service': 'web-server', 'component': 'middleware', 'request_id': 'req_225893', 'user_id': None}"
2025-07-11T19:18:39.628293,Database connection established,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_107175', 'user_id': 'user_9389'}"
2025-06-29T13:18:39.628293,User user_4748 logged in successfully,INFO,SYSTEM,"{'service': 'web-server', 'component': 'middleware', 'request_id': 'req_591993', 'user_id': 'user_7451'}"
2025-07-11T11:01:39.628293,User user_2795 logged in successfully,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_156586', 'user_id': 'user_7576'}"
2025-07-06T11:16:39.628293,Service web-server started successfully,INFO,APPLICATION,"{'service': 'web-server', 'component': 'service', 'request_id': 'req_986225', 'user_id': None}"
2025-07-08T10:04:39.628293,Cache hit for key request,INFO,APPLICATION,"{'service': 'database', 'component': 'service', 'request_id': 'req_569966', 'user_id': 'user_7208'}"
2025-07-11T18:27:39.628293,Timeout occurred for operation request,ERROR,APPLICATION,"{'service': 'database', 'component': 'middleware', 'request_id': 'req_901218', 'user_id': 'user_7365'}"
2025-07-03T21:46:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'web-server', 'component': 'controller', 'request_id': 'req_559555', 'user_id': 'user_5605'}"
2025-07-20T05:28:39.628293,User user_8745 logged in successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'middleware', 'request_id': 'req_550376', 'user_id': 'user_5035'}"
2025-07-22T21:09:39.628293,Service database started successfully,INFO,SYSTEM,"{'service': 'cache', 'component': 'controller', 'request_id': 'req_594925', 'user_id': 'user_7916'}"
2025-07-25T03:52:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'database', 'component': 'controller', 'request_id': 'req_434319', 'user_id': 'user_7020'}"
2025-07-10T13:20:39.628293,User user_6711 logged in successfully,INFO,SYSTEM,"{'service': 'web-server', 'component': 'service', 'request_id': 'req_453962', 'user_id': 'user_2005'}"
2025-07-01T23:08:39.628293,User user_5681 logged in successfully,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_563795', 'user_id': 'user_6689'}"
2025-07-19T00:57:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'controller', 'request_id': 'req_509027', 'user_id': None}"
2025-07-07T10:20:39.628293,Authentication failed for user user_3568,ERROR,APPLICATION,"{'service': 'database', 'component': 'middleware', 'request_id': 'req_962837', 'user_id': 'user_3413'}"
2025-07-28T02:31:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'handler', 'request_id': 'req_472892', 'user_id': 'user_1143'}"
2025-06-30T05:35:39.628293,Retry attempt 3 for operation task,WARNING,PERFORMANCE,"{'service': 'api-gateway', 'component': 'handler', 'request_id': 'req_875506', 'user_id': 'user_3548'}"
2025-07-23T19:34:39.628293,Cache hit for key request,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'service', 'request_id': 'req_384508', 'user_id': 'user_7699'}"
2025-07-07T00:44:39.628293,Slow query detected: 1728ms,WARNING,PERFORMANCE,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_710178', 'user_id': None}"
2025-07-06T00:30:39.628293,Service web-server started successfully,INFO,SYSTEM,"{'service': 'cache', 'component': 'controller', 'request_id': 'req_631459', 'user_id': 'user_7622'}"
2025-07-03T21:11:39.628293,High memory usage detected: 80%,WARNING,PERFORMANCE,"{'service': 'cache', 'component': 'middleware', 'request_id': 'req_787680', 'user_id': 'user_6843'}"
2025-07-16T16:27:39.628293,Service cache started successfully,INFO,SYSTEM,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_877769', 'user_id': 'user_6282'}"
2025-07-20T22:31:39.628293,Cache hit for key operation,INFO,SYSTEM,"{'service': 'database', 'component': 'handler', 'request_id': 'req_218804', 'user_id': 'user_6000'}"
2025-07-23T07:32:39.628293,Cache hit for key operation,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'repository', 'request_id': 'req_814969', 'user_id': 'user_3660'}"
2025-07-01T02:01:39.628293,Failed to connect to database: task,ERROR,SECURITY,"{'service': 'database', 'component': 'controller', 'request_id': 'req_653756', 'user_id': 'user_7431'}"
2025-07-12T07:34:39.628293,Cache hit for key request,INFO,SYSTEM,"{'service': 'database', 'component': 'handler', 'request_id': 'req_162343', 'user_id': 'user_3090'}"
2025-07-19T01:03:39.628293,Service web-server started successfully,INFO,APPLICATION,"{'service': 'cache', 'component': 'controller', 'request_id': 'req_528667', 'user_id': 'user_5350'}"
2025-07-27T04:18:39.628293,Connection pool size approaching limit,WARNING,SYSTEM,"{'service': 'database', 'component': 'repository', 'request_id': 'req_756867', 'user_id': None}"
2025-07-27T18:50:39.628293,Service cache started successfully,INFO,SYSTEM,"{'service': 'database', 'component': 'handler', 'request_id': 'req_733359', 'user_id': None}"
2025-07-16T09:16:39.628293,User user_4353 logged in successfully,INFO,SYSTEM,"{'service': 'database', 'component': 'service', 'request_id': 'req_189901', 'user_id': 'user_4739'}"
2025-07-11T06:37:39.628293,Cache hit for key request,INFO,APPLICATION,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_249873', 'user_id': None}"
2025-07-08T12:58:39.628293,Request processed for endpoint /api/v1/products in 1407ms,INFO,APPLICATION,"{'service': 'cache', 'component': 'controller', 'request_id': 'req_700192', 'user_id': 'user_9791'}"
2025-07-04T22:40:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_483158', 'user_id': 'user_6350'}"
2025-07-02T08:01:39.628293,Request processed for endpoint /api/v1/users in 1801ms,INFO,SYSTEM,"{'service': 'cache', 'component': 'service', 'request_id': 'req_639324', 'user_id': 'user_7205'}"
2025-07-20T21:44:39.628293,Connection pool size approaching limit,WARNING,SYSTEM,"{'service': 'cache', 'component': 'service', 'request_id': 'req_631963', 'user_id': 'user_1151'}"
2025-07-08T15:29:39.628293,User user_5101 logged in successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'controller', 'request_id': 'req_611909', 'user_id': 'user_2272'}"
2025-07-13T15:25:39.628293,Service web-server started successfully,INFO,APPLICATION,"{'service': 'web-server', 'component': 'repository', 'request_id': 'req_214749', 'user_id': None}"
2025-07-02T13:19:39.628293,Request processed for endpoint /api/v1/orders in 1925ms,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'repository', 'request_id': 'req_997022', 'user_id': 'user_2735'}"
2025-07-09T19:04:39.628293,Service web-server started successfully,INFO,APPLICATION,"{'service': 'cache', 'component': 'controller', 'request_id': 'req_573626', 'user_id': 'user_9472'}"
2025-07-20T23:01:39.628293,Connection pool size approaching limit,WARNING,SYSTEM,"{'service': 'database', 'component': 'service', 'request_id': 'req_563343', 'user_id': 'user_6808'}"
2025-07-04T21:38:39.628293,User user_1636 logged in successfully,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'handler', 'request_id': 'req_273400', 'user_id': None}"
2025-07-16T08:45:39.628293,Service web-server crashed with exit code 2,CRITICAL,SECURITY,"{'service': 'api-gateway', 'component': 'controller', 'request_id': 'req_100008', 'user_id': 'user_9615'}"
2025-06-29T19:25:39.628293,Request processed for endpoint /api/v1/orders in 693ms,INFO,APPLICATION,"{'service': 'database', 'component': 'handler', 'request_id': 'req_744140', 'user_id': 'user_7500'}"
2025-06-29T14:54:39.628293,Service auth-service started successfully,INFO,APPLICATION,"{'service': 'database', 'component': 'controller', 'request_id': 'req_211090', 'user_id': 'user_1022'}"
2025-07-12T13:44:39.628293,User user_7766 logged in successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'service', 'request_id': 'req_916751', 'user_id': 'user_6863'}"
2025-07-10T04:54:39.628293,Authentication failed for user user_9237,ERROR,SYSTEM,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_562818', 'user_id': 'user_7002'}"
2025-07-01T23:38:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'cache', 'component': 'repository', 'request_id': 'req_262678', 'user_id': None}"
2025-07-06T18:36:39.628293,Deprecated API endpoint /api/v1/products accessed,WARNING,PERFORMANCE,"{'service': 'api-gateway', 'component': 'repository', 'request_id': 'req_832394', 'user_id': 'user_4289'}"
2025-07-01T16:23:39.628293,Slow query detected: 1079ms,WARNING,PERFORMANCE,"{'service': 'auth-service', 'component': 'middleware', 'request_id': 'req_722094', 'user_id': 'user_9558'}"
2025-07-22T07:34:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'database', 'component': 'controller', 'request_id': 'req_120534', 'user_id': 'user_7275'}"
2025-07-13T12:37:39.628293,Deprecated API endpoint /api/v1/users accessed,WARNING,SYSTEM,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_239386', 'user_id': 'user_3620'}"
2025-07-12T23:37:39.628293,Cache hit for key task,INFO,SYSTEM,"{'service': 'database', 'component': 'repository', 'request_id': 'req_704829', 'user_id': 'user_8490'}"
2025-07-21T03:48:39.628293,User user_2856 logged in successfully,INFO,SYSTEM,"{'service': 'web-server', 'component': 'middleware', 'request_id': 'req_660587', 'user_id': 'user_7358'}"
2025-07-28T07:21:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'database', 'component': 'repository', 'request_id': 'req_830374', 'user_id': None}"
2025-07-18T13:28:39.628293,Connection pool size approaching limit,WARNING,SYSTEM,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_111070', 'user_id': 'user_7876'}"
2025-07-10T12:20:39.628293,Authentication failed for user user_4498,ERROR,APPLICATION,"{'service': 'api-gateway', 'component': 'controller', 'request_id': 'req_104501', 'user_id': 'user_5968'}"
2025-07-18T01:34:39.628293,Service web-server started successfully,INFO,SYSTEM,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_771402', 'user_id': 'user_2087'}"
2025-07-13T05:29:39.628293,Service cache started successfully,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'handler', 'request_id': 'req_236398', 'user_id': None}"
2025-07-23T02:08:39.628293,High memory usage detected: 57%,WARNING,PERFORMANCE,"{'service': 'auth-service', 'component': 'handler', 'request_id': 'req_877825', 'user_id': 'user_7357'}"
2025-07-17T21:11:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'handler', 'request_id': 'req_792937', 'user_id': 'user_2417'}"
2025-07-23T22:26:39.628293,User user_5707 logged in successfully,INFO,APPLICATION,"{'service': 'cache', 'component': 'repository', 'request_id': 'req_323323', 'user_id': None}"
2025-07-25T08:14:39.628293,Service auth-service started successfully,INFO,SYSTEM,"{'service': 'web-server', 'component': 'middleware', 'request_id': 'req_250522', 'user_id': 'user_1431'}"
2025-07-12T01:46:39.628293,Service api-gateway started successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'service', 'request_id': 'req_329698', 'user_id': 'user_7965'}"
2025-06-30T04:11:39.628293,Cache hit for key operation,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'repository', 'request_id': 'req_468629', 'user_id': 'user_6590'}"
2025-07-03T14:17:39.628293,Invalid request format: task,ERROR,APPLICATION,"{'service': 'cache', 'component': 'service', 'request_id': 'req_866652', 'user_id': 'user_8814'}"
2025-07-17T11:38:39.628293,Cache hit for key task,INFO,SYSTEM,"{'service': 'database', 'component': 'controller', 'request_id': 'req_953592', 'user_id': 'user_4573'}"
2025-06-29T06:32:39.628293,User user_6143 logged in successfully,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'middleware', 'request_id': 'req_155385', 'user_id': 'user_2447'}"
2025-07-13T09:54:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'service', 'request_id': 'req_930035', 'user_id': 'user_9682'}"
2025-06-29T08:18:39.628293,Service web-server started successfully,INFO,APPLICATION,"{'service': 'database', 'component': 'middleware', 'request_id': 'req_212050', 'user_id': 'user_2452'}"
2025-07-09T15:56:39.628293,Request processed for endpoint /api/v1/users in 1625ms,INFO,APPLICATION,"{'service': 'web-server', 'component': 'service', 'request_id': 'req_465903', 'user_id': 'user_8583'}"
2025-07-23T12:02:39.628293,User user_4345 logged in successfully,INFO,SYSTEM,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_471941', 'user_id': None}"
2025-07-19T09:45:39.628293,User user_5459 logged in successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'handler', 'request_id': 'req_546066', 'user_id': None}"
2025-07-08T15:27:39.628293,Database connection established,INFO,APPLICATION,"{'service': 'database', 'component': 'repository', 'request_id': 'req_691556', 'user_id': 'user_5270'}"
2025-07-20T12:30:39.628293,Failed to connect to database: request,ERROR,SYSTEM,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_883160', 'user_id': None}"
2025-07-26T20:11:39.628293,Request processed for endpoint /api/v1/products in 501ms,INFO,SYSTEM,"{'service': 'database', 'component': 'service', 'request_id': 'req_616250', 'user_id': 'user_6191'}"
2025-07-27T03:57:39.628293,Service auth-service is unavailable,ERROR,SECURITY,"{'service': 'web-server', 'component': 'service', 'request_id': 'req_580139', 'user_id': None}"
2025-07-23T14:04:39.628293,Deprecated API endpoint /api/v1/products accessed,WARNING,SYSTEM,"{'service': 'web-server', 'component': 'controller', 'request_id': 'req_463154', 'user_id': 'user_2698'}"
2025-06-30T05:52:39.628293,Request processed for endpoint /api/v1/products in 134ms,INFO,SYSTEM,"{'service': 'web-server', 'component': 'middleware', 'request_id': 'req_387057', 'user_id': 'user_2667'}"
2025-07-21T00:04:39.628293,Deprecated API endpoint /api/v1/products accessed,WARNING,PERFORMANCE,"{'service': 'web-server', 'component': 'controller', 'request_id': 'req_424802', 'user_id': 'user_5978'}"
2025-07-26T21:45:39.628293,Connection pool size approaching limit,WARNING,PERFORMANCE,"{'service': 'web-server', 'component': 'repository', 'request_id': 'req_950809', 'user_id': None}"
2025-07-06T22:43:39.628293,Request processed for endpoint /api/v1/products in 1893ms,INFO,SYSTEM,"{'service': 'web-server', 'component': 'handler', 'request_id': 'req_274452', 'user_id': 'user_6702'}"
2025-07-27T04:13:39.628293,Service auth-service started successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'service', 'request_id': 'req_582633', 'user_id': 'user_6083'}"
2025-07-08T08:53:39.628293,Request processed for endpoint /api/v1/users in 381ms,INFO,APPLICATION,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_761964', 'user_id': 'user_7323'}"
2025-07-21T08:18:39.628293,User user_1757 logged in successfully,INFO,SYSTEM,"{'service': 'api-gateway', 'component': 'middleware', 'request_id': 'req_321939', 'user_id': None}"
2025-07-24T23:46:39.628293,Service api-gateway started successfully,INFO,SYSTEM,"{'service': 'database', 'component': 'repository', 'request_id': 'req_279865', 'user_id': 'user_7687'}"
2025-07-11T03:33:39.628293,Cache hit for key request,INFO,APPLICATION,"{'service': 'cache', 'component': 'repository', 'request_id': 'req_624736', 'user_id': None}"
2025-07-03T09:33:39.628293,Cache hit for key operation,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'service', 'request_id': 'req_762060', 'user_id': None}"
2025-07-08T22:17:39.628293,Deprecated API endpoint /api/v1/orders accessed,WARNING,PERFORMANCE,"{'service': 'web-server', 'component': 'middleware', 'request_id': 'req_334139', 'user_id': 'user_3906'}"
2025-07-20T11:57:39.628293,Retry attempt 4 for operation task,WARNING,PERFORMANCE,"{'service': 'database', 'component': 'handler', 'request_id': 'req_617761', 'user_id': 'user_6748'}"
2025-07-15T19:55:39.628293,Service cache started successfully,INFO,APPLICATION,"{'service': 'auth-service', 'component': 'repository', 'request_id': 'req_638241', 'user_id': 'user_5251'}"
2025-07-14T22:24:39.628293,User user_5729 logged in successfully,INFO,APPLICATION,"{'service': 'web-server', 'component': 'service', 'request_id': 'req_147343', 'user_id': 'user_9325'}"
2025-07-02T08:53:39.628293,Invalid request format: request,ERROR,SECURITY,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_326801', 'user_id': 'user_1151'}"
2025-07-07T21:06:39.628293,Database connection established,INFO,APPLICATION,"{'service': 'database', 'component': 'handler', 'request_id': 'req_940659', 'user_id': 'user_5002'}"
2025-07-02T01:30:39.628293,Database connection established,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'controller', 'request_id': 'req_745099', 'user_id': 'user_8536'}"
2025-07-14T19:07:39.628293,User user_6827 logged in successfully,INFO,APPLICATION,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_303104', 'user_id': None}"
2025-07-23T21:17:39.628293,Service auth-service started successfully,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'repository', 'request_id': 'req_697808', 'user_id': None}"
2025-06-28T16:15:39.628293,Cache hit for key request,INFO,APPLICATION,"{'service': 'database', 'component': 'service', 'request_id': 'req_615877', 'user_id': 'user_7832'}"
2025-07-19T18:49:39.628293,Request processed for endpoint /api/v1/orders in 1313ms,INFO,SYSTEM,"{'service': 'cache', 'component': 'controller', 'request_id': 'req_527351', 'user_id': 'user_1164'}"
2025-07-15T01:24:39.628293,User user_3603 logged in successfully,INFO,SYSTEM,"{'service': 'auth-service', 'component': 'repository', 'request_id': 'req_572264', 'user_id': 'user_7612'}"
2025-07-06T16:29:39.628293,Request processed for endpoint /api/v1/products in 776ms,INFO,APPLICATION,"{'service': 'web-server', 'component': 'service', 'request_id': 'req_283684', 'user_id': None}"
2025-07-28T00:17:39.628293,Service api-gateway started successfully,INFO,SYSTEM,"{'service': 'cache', 'component': 'handler', 'request_id': 'req_108505', 'user_id': 'user_4629'}"
2025-07-18T16:54:39.628293,Database connection established,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'repository', 'request_id': 'req_458656', 'user_id': None}"
2025-07-25T06:11:39.628293,Database connection established,INFO,SYSTEM,"{'service': 'cache', 'component': 'controller', 'request_id': 'req_667005', 'user_id': None}"
2025-07-14T06:23:39.628293,Service api-gateway started successfully,INFO,APPLICATION,"{'service': 'api-gateway', 'component': 'handler', 'request_id': 'req_305441', 'user_id': 'user_5637'}"
2025-07-17T18:41:39.628293,Service api-gateway is unavailable,ERROR,APPLICATION,"{'service': 'web-server', 'component': 'controller', 'request_id': 'req_815940', 'user_id': None}"
2025-07-25T10:46:39.628293,Request processed for endpoint /api/v1/products in 256ms,INFO,SYSTEM,"{'service': 'database', 'component': 'service', 'request_id': 'req_572836', 'user_id': 'user_2596'}"
2025-07-06T19:15:39.628293,Retry attempt 1 for operation task,WARNING,SYSTEM,"{'service': 'database', 'component': 'handler', 'request_id': 'req_605265', 'user_id': 'user_5942'}"
